cluster	system	occurrence
569	DMS_other	3.83
569	meta	14.09
569	VSPR	80.59
570	cas_type_I-B1	94.31
570	cas_type_other	3.96
571	brex_type_III	73.64
571	DMS_other	26.24
572	septu_type_I	98.14
573	RM_type_II	97.39
574	meta	11.6
574	AbiE	88.4
575	meta	58.8
575	Juk	41.2
576	cas_type_other	23.65
576	cas_type_III-B	76.35
577	septu_type_I	98.87
578	DRT_other	18.01
578	retron_XIII	81.86
579	RM_type_II	39.47
579	brex_type_V	10.09
579	meta	18.16
579	brex_type_I	3.15
579	DMS_other	27.87
580	DMS_other	19.62
580	GAO_29	80.25
581	meta	39.04
581	cbass_type_III	60.96
582	meta	82.14
582	cbass_type_IV	17.86
583	RM_type_II	99.49
584	argonaute_type_III	98.2
585	meta	98.2
586	meta	4.26
586	pycsar_other	17.57
586	cbass_type_II	78.17
587	septu_type_I	99.35
588	cas_type_I-B1	95.59
589	cas_type_I-D	96.61
589	cas_type_other	3.39
590	RM_type_II	57.24
590	druantia_other	3.42
590	meta	15.53
590	DMS_other	13.16
590	VSPR	10.39
591	brex_type_I	73.65
591	DMS_other	26.22
592	RM_type_I	70.37
592	DMS_other	29.63
593	cas_type_other	9.26
593	cas_type_II-A	90.74
594	meta	51.79
594	PsyrTA	4.11
594	ShosTA	44.11
595	PT_SspABCD	19.74
595	DMS_other	38.81
595	meta	3.58
595	brex_type_IV	37.88
596	Olokun	99.6
597	qatABCD	77.32
597	qatABCD_other	22.68
598	RM_type_II	99.73
599	AbiE	98.93
600	meta	99.73
601	dXTPase	100
602	meta	5.38
602	kiwa	94.62
603	DMS_other	5.25
603	PT_SspFGH	94.75
604	qatABCD	84.62
604	qatABCD_other	15.38
605	meta	25.61
605	Menshen_other	15.31
605	Menshen	48.92
605	HEC-03	9.89
606	DMS_other	30.26
606	meta	69.47
607	meta	3.53
607	septu_type_I	95.92
608	septu_type_I	100
609	cas_type_I-B1	97.54
610	Dpd	96.99
611	DMS_other	98.22
612	RM_type_I	88.08
612	DMS_other	11.78
613	septu_type_I	98.77
614	RADAR	99.86
615	meta	3.16
615	hachiman_type_II	7.42
615	hachiman_type_I	89.42
616	cbass_type_II	52.13
616	cbass_type_I	6.88
616	meta	5.09
616	cbass_type_IIs	35.35
617	meta	97.66
618	RM_type_II	21.79
618	DMS_other	33.79
618	meta	39.72
618	DRT_other	4.69
619	meta	99.17
620	cas_type_III-C	37.81
620	cas_type_other	7.76
620	cas_type_III-B	54.43
621	cas_type_III-A	3.88
621	cas_type_other	8.32
621	meta	74.34
621	cas_adaptation	7.07
621	cas_type_III-B	3.19
622	septu_type_I	97.64
623	DMS_other	39.08
623	meta	20.17
623	VSPR	39.64
624	mza_other	75.94
624	mza	23.92
625	Shango	99.72
626	wadjet_other	56.62
626	wadjet_type_I	43.38
627	DRT_class_I	100
628	darTG	99.44
629	Dynamins	99.44
630	cas_type_III-A	32.11
630	cas_type_other	29.01
630	cas_type_I-D	22.96
630	cas_type_III-D	11.55
631	cbass_other	20.03
631	meta	10.16
631	cbass_type_II	69.82
632	meta	3.82
632	AbiE	96.18
633	AbiE	97.31
634	wadjet_other	36.69
634	wadjet_type_I	63.31
635	RADAR	98.86
636	zorya_other	3.57
636	zorya_type_III	96.43
637	Dpd	78.43
637	meta	14.43
637	DMS_other	7.14
638	Bunzi	99.29
639	meta	99.14
640	pycsar_effector	32.18
640	pycsar_unknown	67.82
641	cas_type_other	22.45
641	cas_type_III-B	77.27
642	meta	5.33
642	Bunzi	94.67
643	cas_type_other	3.32
643	meta	88.46
643	cas_type_III-D	3.75
644	cas_type_other	51.52
644	cas_type_III-D	48.34
645	AbiE	99.57
646	Lamassu_other	6.93
646	Lamassu_Family	93.07
647	wadjet_other	4.65
647	wadjet_type_I	94.62
648	cas_type_I-E	88.06
648	cas_type_other	11.94
649	meta	74.89
649	DMS_other	22.04
650	cas_type_I-E	98.25
651	RM_type_II	3.97
651	DMS_other	56.91
651	meta	39.12
652	meta	25
652	septu_type_I	72.65
653	Dpd	98.53
654	DMS_other	91.3
654	meta	8.7
655	pycsar_other	34.27
655	pycsar_effector	63.81
656	cas_type_III-B	16.77
656	cas_type_III-A	37.98
656	cas_type_other	15.13
656	meta	12.02
656	cas_type_III-D	18.1
657	ShosTA	99.11
658	RM_type_I	96.42
658	DMS_other	3.58
659	cas_type_III-A	34.98
659	cas_type_other	10.16
659	meta	10.91
659	cas_type_III-D	14.05
659	cas_type_III-B	27.2
660	meta	99.4
661	DRT_class_I	100
662	cas_type_III-B	6.63
662	cas_type_III-A	20.03
662	cas_type_other	7.08
662	meta	5.72
662	cas_type_I-B1	43.83
662	cas_type_III-D	14.61
663	cas_type_III-A	66.92
663	cas_type_other	6.5
663	cas_adaptation	15.41
663	cas_type_III-D	5.44
663	cas_type_III-B	4.08
664	meta	6.51
664	HEC-03	91.53
665	DMS_other	3.03
665	meta	95.45
666	pycsar_effector	99.09
667	wadjet_type_II	96.5
668	hachiman_type_I	97.87
669	AbiE	97.71
670	Lamassu_Family	97.1
671	RM_type_II	40.31
671	DMS_other	8.7
671	meta	50.99
672	wadjet_other	32.57
672	wadjet_type_I	67.43
673	meta	33.08
673	gabija	66.92
674	cbass_type_I	42.15
674	DRT_class_I	7.38
674	meta	18.92
674	cbass_type_IIs	18.31
674	cbass_type_III	12.31
675	wadjet_type_III	64.77
675	wadjet_other	34.92
676	meta	100
677	argonaute_type_III	98.15
678	hachiman_type_I	99.38
679	RM_type_II	99.53
680	meta	76.83
680	gop_beta_cll	23.17
681	brex_type_I	80.37
681	DMS_other	18.07
682	RM_type_II	99.84
683	meta	99.06
684	cas_type_III-A	97.03
685	Lamassu_other	3.6
685	Lamassu_Family	96.4
686	AVAST_type_III	99.69
687	meta	4.08
687	AbiE	95.92
688	RM_type_I	85.56
688	DMS_other	12.4
689	cbass_other	6.28
689	meta	20.72
689	cbass_type_II	72.37
690	RM_type_II	63.21
690	DMS_other	28.77
690	meta	7.23
691	meta	100
692	cas_type_other	3.48
692	cas_type_II-A	93.05
693	GAO_20	98.42
694	cas_type_I-D	93.64
694	cas_type_other	5.72
695	zorya_other	4.14
695	meta	95.54
696	AbiE	97.93
697	cas_type_I-G	90.92
697	cas_type_other	9.08
698	ietAS	99.04
699	kiwa	99.04
700	AbiE	99.68
701	wadjet_other	6.71
701	wadjet_type_I	93.29
702	meta	13.76
702	Hydrolase-TM	86.24
703	cas_type_III-A	28.21
703	cas_type_other	22.12
703	meta	8.97
703	cas_type_III-D	26.44
703	cas_type_III-B	14.26
704	cbass_type_II	25.8
704	cbass_type_I	50.32
704	cbass_other	13.78
704	meta	6.25
704	cbass_type_IIs	3.21
705	RM_type_II	96.63
706	argonaute_type_I	99.68
707	brex_type_III	76.05
707	DMS_other	22.51
708	meta	99.35
709	retron_III-A	99.68
710	meta	100
711	AbiE	98.38
712	AbiE	98.54
713	ShosTA	100
714	cas_type_other	4.23
714	cas_type_III-D	95.77
715	cas_type_III-A	93.32
715	cas_type_other	6.51
716	meta	73.69
716	retron_V	25.98
717	RM_type_II	11.62
717	meta	45.83
717	DMS_other	42.06
718	DRT_class_III	100
719	wadjet_other	48.61
719	wadjet_type_I	51.06
720	zorya_other	99.84
721	kiwa	99.51
722	PD-T7-1or5	100
723	kiwa	98.03
724	meta	99.84
725	RM_type_II	98.19
726	Lamassu_other	4.11
726	Lamassu_Family	95.72
727	AbiE	98.68
728	RM_type_HNH	100
729	septu_type_I	99.67
730	RM_type_II	99.83
731	RosmerTA	100
732	meta	99.67
733	Menshen	98.17
734	RM_type_II	100
735	RM_type_II	96.67
736	RM_type_II	21.04
736	DMS_other	28.21
736	meta	47.41
736	DRT_other	3.34
737	meta	3.51
737	AbiE	96.49
738	DRT_type_III	97.66
739	meta	100
740	PD-T4-6	100
741	RM_type_II	91.2
741	meta	3.55
742	zorya_other	9.31
742	zorya_type_I	90.69
743	DRT_other	10.53
743	meta	88.79
744	meta	36.33
744	cbass_type_II	63.33
745	mza_other	98.3
746	Lamassu_other	12.59
746	Lamassu_Family	87.41
747	kiwa	99.32
748	RM_type_II	100
749	DMS_other	23.42
749	meta	74.36
750	meta	100
751	RM_type_II	87.65
751	DMS_other	7.89
751	meta	4.46
752	meta	99.31
753	cas_type_III-C	50.77
753	AbiE	48.02
754	RM_type_II	99.83
755	cbass_type_I	96.2
756	meta	8.64
756	PsyrTA	4.84
756	ShosTA	86.53
757	RM_type_I	44.81
757	DMS_other	54.84
758	retron_II-A	99.83
759	meta	9.88
759	PD-T4-4	89.77
760	meta	99.65
761	RM_type_II	10.42
761	DMS_other	25.17
761	meta	61.63
762	RM_type_II	4.35
762	DMS_other	9.04
762	meta	86.61
763	RM_type_II	98.43
764	cas_type_other	17.6
764	cas_type_III-B	82.4
765	RM_type_II	62.3
765	DMS_other	20.42
765	meta	17.28
766	meta	89.47
766	DRT_class_II	10.18
767	RM_type_II	75.04
767	meta	24.96
768	DMS_other	6.36
768	meta	92.05
769	RM_type_II	68.37
769	DMS_other	16.61
769	meta	15.02
770	brex_type_I	84.81
770	DMS_other	14.31
771	Dazbog	94.49
771	meta	5.51
772	wadjet_type_III	81.14
772	wadjet_other	18.86
773	meta	97.5
774	DMS_other	100
775	cbass_type_II	30.41
775	cbass_type_I	8.77
775	cbass_type_IIs	57.42
776	DMS_other	26.83
776	GAO_29	71.2
777	meta	8.78
777	RosmerTA	91.22
778	argonaute_type_II	95.7
779	cas_type_I-E	98.92
780	cas_type_other	5.92
780	cas_type_III-D	94.08
781	DMS_other	16.19
781	meta	83.81
782	meta	99.64
783	RM_type_I	37.12
783	DMS_other	41.44
783	RM_type_IIG	20.54
784	cbass_type_III	97.11
785	Dpd	86.55
785	meta	11.82
786	wadjet_other	14.42
786	wadjet_type_I	85.58
787	RM_type_II	100
788	cas_type_III-A	29.2
788	cas_type_I-G	3.28
788	cas_type_other	15.69
788	cas_type_I-D	3.47
788	cas_adaptation	23.36
788	cas_type_III-D	6.02
788	cas_type_III-B	15.51
789	wadjet_type_III	82.48
789	wadjet_other	17.52
790	cas_type_III-B	84.83
790	cas_type_other	14.99
791	cbass_type_I	94.15
792	ISG15-like_other	20.18
792	ISG15-like	79.82
793	cas_type_III-A	7.41
793	cas_type_III-D	4.63
793	cas_type_other	87.96
794	meta	99.26
795	septu_type_I	99.63
796	gabija	97.4
797	RM_type_II	100
798	meta	98.88
799	zorya_other	5.77
799	zorya_type_I	93.3
800	cas_type_other	6.36
800	meta	8.79
800	cas_type_I-B2	4.49
800	cas_type_I-B1	76.26
800	cas_type_III-B	4.11
801	cas_type_I-E	97.74
802	cas_type_III-A	12.97
802	cas_type_other	13.72
802	meta	3.01
802	cas_type_I-A	7.89
802	cas_type_I-B1	44.74
802	cas_adaptation	6.77
802	cas_type_III-D	4.51
803	RM_type_I	78.01
803	DMS_other	21.43
804	argonaute_type_III	35.34
804	argonaute_other	63.16
805	RM_type_I	81.36
805	DMS_other	18.64
806	RM_type_II	98.87
807	meta	100
808	meta	20.45
808	AbiG	79.55
809	meta	82.73
809	cas_type_I-F3	15.37
810	meta	95.26
811	cas_type_I-D	66.79
811	meta	7.97
811	cas_type_other	25.24
812	RM_type_II	42.78
812	meta	25.48
812	DMS_other	15.59
812	VSPR	14.45
813	zorya_other	15.02
813	zorya_type_I	84.6
814	meta	3.42
814	ShosTA	96.58
815	SoFic	100
816	Mokosh_TypeI	100
817	meta	98.85
818	cas_type_other	8.6
818	meta	4.02
818	cas_type_I-A	12.62
818	cas_type_I-B1	61.95
818	cas_adaptation	4.78
819	cas_type_other	9.96
819	cas_type_I-F1	90.04
820	cas_type_I-E	95.79
820	cas_type_other	4.21
821	meta	92.32
821	Lamassu_Family	6.72
822	Helicase-DUF2290	99.61
823	Dynamins	99.81
824	meta	4.85
824	DMS_other	72.04
824	hma	22.33
825	cas_type_III-A	93.79
825	cas_type_other	6.21
826	cas_type_I-E	98.83
827	3HP	97.47
828	wadjet_other	48.93
828	wadjet_type_I	51.07
829	RM_type_II	100
830	PD-T4-2	39.92
830	meta	54.99
830	Menshen_other	4.7
831	Lamassu_other	43.84
831	Lamassu_Family	55.77
832	RM_type_II	89.82
832	DMS_other	5.09
832	meta	5.09
833	Lamassu_other	7.44
833	Lamassu_Family	92.37
834	cas_type_I-D	60.55
834	cas_type_I-B1	3.55
834	meta	13.21
834	cas_type_other	22.68
835	Menshen	85.6
835	meta	12.23
836	cas_type_I-E	91.09
836	cas_type_IV-B	4.36
836	cas_type_other	4.16
837	tmn	100
838	cbass_type_I	73.81
838	cbass_type_IIs	21.43
839	meta	5.38
839	argonaute_type_I	93.82
840	RM_type_II	93.03
840	meta	6.18
841	Shango	100
842	cas_type_other	9.2
842	cas_type_III-D	90.2
843	ISG15-like_other	20.08
843	ISG15-like	79.92
844	meta	96.18
844	cas_type_other	3.42
845	PD-Lambda-1	100
846	meta	43.95
846	DRT_class_I	4.44
846	gabija	51.61
847	RM_type_II	58.67
847	DMS_other	10.89
847	meta	6.05
847	RM_type_IIG	24.4
848	septu_type_I	50.2
848	Lamassu_Family	45.97
849	septu_type_I	8.06
849	meta	10.08
849	Paris	81.65
850	wadjet_other	98.38
851	cas_type_other	36.44
851	meta	45.75
851	cas_type_III-D	11.34
851	cas_type_III-B	3.64
852	RM_type_I	84.79
852	DMS_other	14.81
853	meta	98.57
854	cas_type_I-E	91.41
854	cas_type_other	6.13
855	brex_type_I	81.39
855	DMS_other	16.56
856	cas_type_I-F1	98.36
857	wadjet_type_III	85.22
857	wadjet_other	14.78
858	meta	94.65
859	Shango	99.79
860	druantia_type_II	66.46
860	druantia_other	33.54
861	cas_type_I-G	5.98
861	cas_type_other	4.54
861	meta	30.52
861	cas_type_I-E	20.21
861	cas_type_I-C	17.53
861	cas_type_I-B1	5.98
861	cas_type_I-F1	11.96
862	meta	95.88
862	gabija	4.12
863	cbass_type_II	44.12
863	cbass_type_I	3.71
863	cas_type_other	4.95
863	meta	17.94
863	cbass_type_III	23.09
864	zorya_other	7.85
864	meta	91.74
865	cas_type_III-B	17.77
865	cas_type_III-A	35.54
865	cas_type_other	24.79
865	meta	12.4
865	cas_type_III-D	9.5
866	Lamassu_Family	99.59
867	meta	33.68
867	HEC-04	10.74
867	retron_I-B	53.72
868	DMS_other	90.46
868	meta	9.54
869	retron_I-B	85.27
869	meta	12.24
870	meta	100
871	DMS_other	44.49
871	meta	55.51
872	cas_type_I-G	95.63
872	cas_type_other	4.37
873	RM_type_II	62
873	DMS_other	27.97
873	meta	10.02
874	cas_type_I-B1	82.05
874	meta	5.85
874	cas_type_other	11.69
875	cas_type_I-B1	78.45
875	meta	7.11
875	cas_type_I-B2	5.44
875	cas_type_other	9
876	RM_type_II	42.56
876	meta	14.88
876	retron_VI	31.24
876	DMS_other	8.39
877	Tiamat	99.58
878	meta	7.56
878	HEC-04	92.02
879	cas_type_other	27.1
879	cas_type_III-B	72.9
880	cbass_type_II	31.16
880	cbass_type_I	14.32
880	cbass_other	22.95
880	meta	6.11
880	cbass_type_IIs	25.47
881	AbiE	98.74
882	cas_type_I-E	97.68
883	cas_type_III-A	5.51
883	cas_type_I-G	3.39
883	cas_type_other	9.11
883	meta	70.97
883	cas_type_I-B1	3.18
883	cas_type_III-D	5.08
884	AbiE	97.88
885	cbass_type_IIs	79.24
885	cbass_type_I	19.28
886	RM_type_I	91.3
886	DMS_other	8.7
887	Lamassu_other	46.71
887	Lamassu_Family	53.29
888	wadjet_other	16.6
888	wadjet_type_I	82.98
889	meta	99.15
890	argonaute_type_I	98.93
891	septu_type_I	97.87
892	cbass_type_II	14.07
892	cbass_type_I	82.09
893	AbiE	100
894	PD-Lambda-4	66.6
894	meta	32.98
895	meta	100
896	cbass_type_IIs	98.72
897	RM_type_II	99.57
898	wadjet_other	43.04
898	wadjet_type_I	56.96
899	DMS_other	72.59
899	meta	8.57
899	HEC-06	18.84
900	mza_other	92.04
900	meta	5.38
901	kiwa	97.62
902	druantia_type_IV	83.15
902	druantia_other	16.63
903	cas_type_I-E	95.03
903	cas_type_other	4.97
904	RM_type_I	83.33
904	DMS_other	16.45
905	RM_type_I	38.53
905	Paris	6.49
905	septu_type_I	48.7
905	meta	3.25
905	DMS_other	3.03
906	cas_type_other	4.55
906	cas_type_II-A	95.45
907	viperin_nerd	3.9
907	viperin_tpr	3.25
907	viperin_other	5.63
907	viperin_toxin	16.88
907	viperin_solo	70.35
908	meta	100
909	wadjet_other	18.66
909	wadjet_type_I	79.39
910	dXTPase	100
911	meta	3.04
911	AVAST_type_I_other	34.78
911	AVAST_type_I	62.17
912	RM_type_I	78.6
912	DMS_other	20.74
913	meta	100
914	cas_type_I-E	98.91
915	Mokosh_TypeI	99.34
916	cas_type_I-E	96.7
916	cas_type_other	3.3
917	pycsar_effector	12.78
917	pycsar_other	85.02
918	PT_SspE	99.56
919	RM_type_II	71.02
919	meta	13.94
919	retron_VI	3.1
919	DMS_other	9.73
920	DMS_other	42.57
920	meta	56.98
921	RM_type_II	98.45
922	septu_type_I	93.33
922	retron_I-A	6.67
923	cbass_type_I	76.44
923	cbass_other	10.67
923	cbass_type_IIs	8.44
924	wadjet_other	45.98
924	wadjet_type_I	54.02
925	HEC-03	99.55
926	gabija	99.78
927	wadjet_type_III	93.29
927	wadjet_other	6.71
928	cas_type_I-B1	96.42
928	cas_type_other	3.13
929	cas_type_III-B	97.09
930	cas_type_other	27.64
930	cas_type_III-B	72.13
931	septu_type_I	72.36
931	retron_I-A	25.17
932	RM_type_II	90.29
932	DMS_other	6.77
933	meta	100
934	meta	100
935	Lamassu_Family	99.77
936	DMS_other	99.55
937	DMS_other	98.86
938	wadjet_type_III	93.85
938	wadjet_other	5.92
939	meta	96.35
940	PD-T4-6	100
941	meta	6.85
941	septu_type_I	92.69
942	RM_type_II	100
943	meta	95.64
943	HEC-07	4.36
944	meta	99.54
945	meta	98.16
946	wadjet_other	61.98
946	wadjet_type_I	37.79
947	RM_type_III	100
948	meta	4.86
948	PsyrTA	80.56
948	ShosTA	14.58
949	cbass_type_IIs	5.79
949	cbass_type_I	93.29
950	TerY-P	96.99
951	DRT_other	5.1
951	retron_XIII	94.43
952	cbass_type_I	42.23
952	cbass_other	46.17
952	cbass_type_IIs	8.82
953	meta	85.58
953	cas_type_I-C	3.72
953	cas_type_II-A	6.98
954	cas_type_other	6.29
954	cas_type_III-B	93.71
955	AbiL	99.3
956	RM_type_I	87.65
956	DMS_other	12.12
957	RM_type_II	89.49
957	DMS_other	3.04
957	meta	5.84
958	SoFic	100
959	Paris	96.48
959	meta	3.52
960	DMS_other	48.24
960	meta	51.76
961	brex_type_III	72.71
961	DMS_other	26.82
962	RM_type_II	98.59
963	cas_type_other	43.5
963	cas_type_III-D	56.03
964	septu_type_I	46.68
964	meta	49.53
965	DMS_other	100
966	meta	91.45
966	DMS_other	5.7
967	DMS_other	79.33
967	meta	19.71
968	meta	86.43
968	PD-Lambda-2	13.57
969	TerY-P	83.81
969	TerY-P_other	16.19
970	meta	4.3
970	AbiE	95.7
971	gabija	98.81
972	AbiE	99.76
973	cas_type_other	9.83
973	cas_type_III-B	90.17
974	cas_type_other	7.91
974	cas_type_III-B	92.09
975	cas_type_I-G	95.68
975	cas_type_other	4.32
976	RM_type_I	90.62
976	DMS_other	9.13
977	meta	98.55
978	cas_type_II-A	97.11
979	DMS_other	8.43
979	meta	88.67
980	TerY-P	92.05
980	TerY-P_other	7.95
981	thoeris_type_I	97.34
982	wadjet_type_III	90.58
982	wadjet_other	9.42
983	meta	95.88
984	wadjet_other	19.85
984	wadjet_type_I	80.15
985	argonaute_type_III	94.19
985	argonaute_other	4.12
986	PD-T4-6	100
987	DMS_other	99.76
988	RM_type_II	44.5
988	DMS_other	19.8
988	meta	35.21
989	meta	6.13
989	AbiE	93.87
990	Lamassu_other	4.9
990	Lamassu_Family	95.1
991	Dpd	64.95
991	meta	9.07
991	DMS_other	25.98
992	DMS_other	90.44
992	meta	9.07
993	DMS_other	13.02
993	meta	85.75
994	DMS_other	21.67
994	disarm_type_I	77.83
995	cbass_type_III	97.53
996	cas_type_I-B1	97.53
997	cas_type_other	5.45
997	cas_type_III-B	93.56
998	shedu	100
999	cas_type_other	24.26
999	cas_type_III-D	75.74
1000	RM_type_I	87.34
1000	DMS_other	10.92
1001	PD-T4-6	100
1002	Lamassu_other	48.63
1002	Lamassu_Family	51.37
1003	Shango	100
1004	cas_type_other	3.74
1004	cas_type_I-F1	96.26
1005	RM_type_II	11.5
1005	DRT_other	12
1005	meta	42.25
1005	retron_VI	21
1005	DMS_other	13.25
1006	zorya_other	74.5
1006	zorya_type_II	23.5
1007	Lamassu_other	9
1007	Lamassu_Family	91
1008	cbass_type_III	26.5
1008	cbass_type_I	72.25
1009	cas_type_III-A	9.5
1009	cas_type_I-B1	82.25
1009	cas_type_III-B	5.75
1010	DMS_other	46.5
1010	hma	52.25
1011	meta	98.5
1012	cas_type_III-A	96.74
1012	cas_type_other	3.26
1013	PT_PbeABCD	19.1
1013	DMS_other	9.05
1013	PT_DndABCDE	59.8
1013	meta	12.06
1014	Lamassu_Family	97.23
1015	cas_type_III-B	96.73
1015	cas_type_other	3.27
1016	meta	37.53
1016	DMS_other	57.43
1017	meta	99.75
1018	meta	99.24
1019	kiwa	98.73
1020	meta	100
1021	RosmerTA	99.75
1022	wadjet_type_III	95.94
1022	wadjet_other	4.06
1023	DMS_other	3.05
1023	meta	95.42
1024	wadjet_type_III	6.87
1024	wadjet_other	92.37
1025	zorya_other	7.12
1025	zorya_type_I	92.88
1026	meta	34.44
1026	Paris	64.54
1027	Lamassu_other	6.63
1027	Lamassu_Family	93.37
1028	meta	5.36
1028	Paris	94.13
1029	cas_type_I-F2	89
1029	cas_type_other	11
1030	meta	96.41
1030	Lamassu_Family	3.59
1031	RosmerTA	100
1032	GAO_19	98.97
1033	cbass_type_II	97.68
1034	RM_type_II	6.98
1034	DRT_other	7.75
1034	meta	75.97
1034	DMS_other	9.3
1035	meta	5.94
1035	cbass_type_II	94.06
1036	RM_type_II	100
1037	meta	96.37
1037	cas_type_other	3.63
1038	AVAST_type_IV	99.48
1039	cas_type_I-D	99.48
1040	cas_type_I-B1	81.72
1040	meta	7.83
1040	cas_type_I-B2	5.74
1040	cas_type_other	4.7
1041	cas_type_IV-B	76.24
1041	cas_type_other	19.58
1042	DRT_other	19.63
1042	retron_III-A	25.92
1042	retron_II-A	7.59
1042	retron_VI	43.98
1043	Lamassu_other	4.2
1043	Lamassu_Family	95.54
1044	RM_type_III	99.48
1045	cbass_type_II	20.53
1045	cbass_other	35.53
1045	cas_type_other	7.89
1045	meta	26.58
1045	cbass_type_III	3.68
1045	cas_type_III-D	4.74
1046	cas_type_other	5
1046	cas_type_III-D	95
1047	cas_type_II-C	99.74
1048	cas_type_I-G	97.35
1049	cbass_type_IIs	17.46
1049	cbass_type_I	79.37
1050	cas_type_I-G	95.5
1050	cas_type_other	3.7
1051	meta	39.26
1051	cbass_type_IIs	45.36
1051	cbass_type_I	12.73
1052	meta	66.84
1052	PD-Lambda-3	33.16
1053	meta	5.85
1053	AbiE	94.15
1054	cbass_type_III	97.33
1055	cbass_other	3.21
1055	cbass_type_IIs	52.94
1055	cbass_type_I	43.05
1056	DMS_other	22.73
1056	brex_type_III	76.2
1057	RM_type_II	100
1058	DMS_other	7.51
1058	brex_type_IV	92.49
1059	meta	100
1060	AbiL	100
1061	DMS_other	66.31
1061	meta	32.08
1062	AbiE	98.92
1063	Lamassu_other	4.86
1063	meta	7.03
1063	Lamassu_Family	88.11
1064	cas_type_other	10.33
1064	cas_type_III-B	89.67
1065	cas_type_III-A	19.62
1065	cas_type_other	21.53
1065	meta	13.08
1065	cas_type_III-D	32.43
1065	cas_type_III-B	12.81
1066	RM_type_II	97.82
1067	meta	51.91
1067	Paris	48.09
1068	SoFic	100
1069	cas_type_I-G	97.54
1070	meta	82.19
1070	cas_type_III-H	14.52
1071	Uzume	100
1072	RM_type_II	100
1073	wadjet_type_III	6.03
1073	wadjet_other	93.97
1074	PD-T4-6	100
1075	meta	100
1076	cbass_type_II	70.88
1076	cbass_type_I	17.31
1076	cbass_other	5.22
1076	meta	3.3
1076	cbass_type_IIs	3.3
1077	meta	95.04
1077	HEC-04	3.31
1078	RM_type_II	15.19
1078	DMS_other	21.27
1078	meta	58.84
1078	RM_type_III	4.7
1079	RM_type_II	82.55
1079	DMS_other	4.43
1079	meta	10.8
1080	meta	24.93
1080	AbiE	75.07
1081	RM_type_II	68.98
1081	meta	19.67
1081	DMS_other	10.8
1082	RM_type_II	11.94
1082	DMS_other	49.17
1082	meta	37.5
1083	cas_type_I-B1	79.44
1083	meta	13.61
1083	cas_type_other	4.72
1084	GAO_20	98.89
1085	cas_type_I-B1	92.22
1085	cas_type_other	7.22
1086	cas_type_other	99.16
1087	meta	97.2
1088	meta	95.24
1088	Lamassu_Family	3.92
1089	retron_III-A	3.92
1089	retron_I-B	92.44
1090	DMS_other	45.94
1090	meta	53.5
1091	meta	30.53
1091	Menshen_other	21.57
1091	Menshen	45.66
1092	meta	95.51
1093	meta	100
1094	brex_type_I	87.29
